order,species,n
Rodentia,Scolomys ucayalensis,34
Rodentia,Scotinomys teguina,1007
Rodentia,Scotinomys xerampelinus,399
Rodentia,Sekeetamys calurus,158
Rodentia,Sicista betulina,1762
Rodentia,Sicista caucasica,7
Rodentia,Sicista caudata,6
Rodentia,Sicista concolor,68
Rodentia,Sicista kazbegica,4
Rodentia,Sicista kluchorica,8
Rodentia,Sicista napaea,7
Rodentia,Sicista severtzovi,10
Rodentia,Sicista strandi,24
Rodentia,Sicista subtilis,187
Rodentia,Sicista tianshanica,42
Rodentia,Sigmodon alleni,417
Rodentia,Sigmodon alstoni,607
Rodentia,Sigmodon arizonae,2585
Rodentia,Sigmodon fulviventer,2772
Rodentia,Sigmodon hirsutus,2665
Rodentia,Sigmodon hispidus,37403
Rodentia,Sigmodon inopinatus,3
Rodentia,Sigmodon leucotis,575
Rodentia,Sigmodon mascotensis,1841
Rodentia,Sigmodon minor,2
Rodentia,Sigmodon ochrognathus,849
Rodentia,Sigmodon peruanus,82
Rodentia,Sigmodon planifrons,106
Rodentia,Sigmodon toltecus,2547
Rodentia,Sigmodon zanjonensis,61
Rodentia,Sigmodontomys alfari,173
Rodentia,Sigmodontomys aphrastus,2
Rodentia,Solomys ponceleti,11
Rodentia,Solomys salebrosus,9
Rodentia,Solomys sapientis,19
Rodentia,Sommeromys macrorhinos,4
Rodentia,Sooretamys angouya,355
Rodentia,Soricomys kalinga,9
Rodentia,Soricomys leonardocoi,7
Rodentia,Soricomys montanus,8
Rodentia,Soricomys musseri,4
Rodentia,Spalacopus cyanus,92
Rodentia,Spalax arenarius,1
Rodentia,Spalax carmeli,4
Rodentia,Spalax ehrenbergi,136
Rodentia,Spalax giganteus,6
Rodentia,Spalax graecus,4
Rodentia,Spalax leucodon,431
Rodentia,Spalax microphthalmus,54
Rodentia,Spalax nehringi,68
Rodentia,Spalax zemni,10
Rodentia,Spermophilopsis leptodactylus,41
Rodentia,Spermophilus alashanicus,35
Rodentia,Spermophilus brevicauda,8
Rodentia,Spermophilus citellus,472
Rodentia,Spermophilus dauricus,254
Rodentia,Spermophilus erythrogenys,147
Rodentia,Spermophilus fulvus,97
Rodentia,Spermophilus major,141
Rodentia,Spermophilus musicus,25
Rodentia,Spermophilus pallidicauda,16
Rodentia,Spermophilus pygmaeus,112
Rodentia,Spermophilus relictus,23
Rodentia,Spermophilus superciliosus,36
Rodentia,Spermophilus suslicus,728
Rodentia,Spermophilus taurensis,2
Rodentia,Spermophilus xanthoprymnus,79
Rodentia,Sphiggurus ichillus,3
Rodentia,Sphiggurus insidiosus,49
Rodentia,Sphiggurus melanurus,12
Rodentia,Sphiggurus mexicanus,391
Rodentia,Sphiggurus pruinosus,14
Rodentia,Sphiggurus spinosus,69
Rodentia,Sphiggurus vestitus,19
Rodentia,Sphiggurus villosus,21
Rodentia,Srilankamys ohiensis,5
Rodentia,Steatomys bocagei,28
Rodentia,Steatomys caurinus,337
Rodentia,Steatomys cuppedius,114
Rodentia,Steatomys krebsii,117
Rodentia,Steatomys opimus,27
Rodentia,Steatomys parvus,157
Rodentia,Steatomys pratensis,873
Rodentia,Steneofiber fossor,1
Rodentia,Stenocephalemys albipes,489
Rodentia,Stenocephalemys albocaudata,95
Rodentia,Stenocephalemys griseicauda,120
Rodentia,Stenocephalemys ruppi,3
Rodentia,Stochomys longicaudatus,2249
Rodentia,Stylodipus andrewsi,37
Rodentia,Stylodipus sungorus,21
Rodentia,Stylodipus telum,96
Rodentia,Sundamys infraluteus,40
Rodentia,Sundamys maxi,16
Rodentia,Sundamys muelleri,683
Rodentia,Sundasciurus altitudinis,2
Rodentia,Sundasciurus brookei,49
Rodentia,Sundasciurus davensis,2
Rodentia,Sundasciurus fraterculus,24
Rodentia,Sundasciurus hippurus,161
Rodentia,Sundasciurus hoogstraali,22
Rodentia,Sundasciurus jentinki,44
Rodentia,Sundasciurus juvencus,97
Rodentia,Sundasciurus lowii,180
Rodentia,Sundasciurus mindanensis,22
Rodentia,Sundasciurus moellendorffi,8
Rodentia,Sundasciurus philippinensis,27
Rodentia,Sundasciurus rabori,12
Rodentia,Sundasciurus samarensis,32
Rodentia,Sundasciurus steerii,74
Rodentia,Sundasciurus tahan,4
Rodentia,Sundasciurus tenuis,435
Rodentia,Synaptomys borealis,1756
Rodentia,Synaptomys cooperi,2732
Rodentia,Syntheosciurus brochus,7
Rodentia,Tachyoryctes ankoliae,17
Rodentia,Tachyoryctes annectens,1
Rodentia,Tachyoryctes audax,31
Rodentia,Tachyoryctes daemon,44
Rodentia,Tachyoryctes ibeanus,38
Rodentia,Tachyoryctes macrocephalus,29
Rodentia,Tachyoryctes naivashae,79
Rodentia,Tachyoryctes rex,48
Rodentia,Tachyoryctes ruandae,260
Rodentia,Tachyoryctes ruddi,100
Rodentia,Tachyoryctes spalacinus,50
Rodentia,Tachyoryctes splendens,1438
Rodentia,Taeromys arcuatus,18
Rodentia,Taeromys callitrichus,19
Rodentia,Taeromys celebensis,73
Rodentia,Taeromys hamatus,16
Rodentia,Taeromys microbullatus,2
Rodentia,Taeromys punicans,5
Rodentia,Taeromys taerae,31
Rodentia,Tamias alpinus,701
Rodentia,Tamias amoenus,12081
Rodentia,Tamias bulleri,324
Rodentia,Tamias canipes,424
Rodentia,Tamias cinereicollis,1185
Rodentia,Tamias dorsalis,4269
Rodentia,Tamias durangae,287
Rodentia,Tamias merriami,2034
Rodentia,Tamias minimus,18225
Rodentia,Tamias obscurus,703
Rodentia,Tamias ochrogenys,501
Rodentia,Tamias palmeri,325
Rodentia,Tamias panamintinus,698
Rodentia,Tamias quadrimaculatus,588
Rodentia,Tamias quadrivittatus,2989
Rodentia,Tamias ruficaudus,1527
Rodentia,Tamias rufus,688
Rodentia,Tamias senex,2321
Rodentia,Tamias sibiricus,1170
Rodentia,Tamias siskiyou,973
Rodentia,Tamias sonomae,1124
Rodentia,Tamias speciosus,4019
Rodentia,Tamias striatus,11384
Rodentia,Tamias townsendii,4204
Rodentia,Tamias umbrinus,3945
Rodentia,Tamiasciurus douglasii,4278
Rodentia,Tamiasciurus hudsonicus,22086
Rodentia,Tamiasciurus mearnsi,25
Rodentia,Tamiops maritimus,419
Rodentia,Tamiops mcclellandii,478
Rodentia,Tamiops rodolphii,147
Rodentia,Tamiops swinhoei,182
Rodentia,Tanyuromys aphrastus,4
Rodentia,Tanyuromys thomasleei,4
Rodentia,Tapecomys primus,4
Rodentia,Tarsomys apoensis,12
Rodentia,Tarsomys echinatus,5
Rodentia,Tateomys macrocercus,9
Rodentia,Tateomys rhinogradoides,13
Rodentia,Tatera indica,1981
Rodentia,Taterillus arenarius,120
Rodentia,Taterillus congicus,243
Rodentia,Taterillus emini,263
Rodentia,Taterillus gracilis,3600
Rodentia,Taterillus harringtoni,109
Rodentia,Taterillus lacustris,37
Rodentia,Taterillus petteri,45
Rodentia,Taterillus pygargus,365
Rodentia,Taterillus tranieri,2
Rodentia,Thallomys loringi,41
Rodentia,Thallomys nigricauda,326
Rodentia,Thallomys paedulcus,623
Rodentia,Thallomys shortridgei,6
Rodentia,Thalpomys cerradensis,32
Rodentia,Thalpomys lasiotis,30
Rodentia,Thamnomys kempi,49
Rodentia,Thamnomys venustus,39
Rodentia,Thaptomys nigrita,258
Rodentia,Thomasomys andersoni,4
Rodentia,Thomasomys apeco,1
Rodentia,Thomasomys aureus,285
Rodentia,Thomasomys auricularis,12
Rodentia,Thomasomys australis,3
Rodentia,Thomasomys baeops,366
Rodentia,Thomasomys bombycinus,31
Rodentia,Thomasomys caudivarius,55
Rodentia,Thomasomys cinereiventer,461
Rodentia,Thomasomys cinereus,63
Rodentia,Thomasomys cinnameus,60
Rodentia,Thomasomys contradictus,7
Rodentia,Thomasomys daphne,34
Rodentia,Thomasomys dispar,40
Rodentia,Thomasomys eleusis,8
Rodentia,Thomasomys erro,5
Rodentia,Thomasomys fumeus,1
Rodentia,Thomasomys gracilis,114
Rodentia,Thomasomys hudsoni,22
Rodentia,Thomasomys hylophilus,43
Rodentia,Thomasomys incanus,27
Rodentia,Thomasomys ischyrus,64
Rodentia,Thomasomys kalinowskii,16
Rodentia,Thomasomys ladewi,10
Rodentia,Thomasomys laniger,479
Rodentia,Thomasomys macrotis,8
Rodentia,Thomasomys monochromos,10
Rodentia,Thomasomys nicefori,29
Rodentia,Thomasomys niveipes,392
Rodentia,Thomasomys notatus,27
Rodentia,Thomasomys onkiro,8
Rodentia,Thomasomys oreas,21
Rodentia,Thomasomys paramorum,421
Rodentia,Thomasomys popayanus,20
Rodentia,Thomasomys praetor,1
Rodentia,Thomasomys princeps,12
Rodentia,Thomasomys pyrrhonotus,20
Rodentia,Thomasomys rhoadsi,85
Rodentia,Thomasomys rosalinda,1
Rodentia,Thomasomys salazari,10
Rodentia,Thomasomys silvestris,74
Rodentia,Thomasomys taczanowskii,61
Rodentia,Thomasomys ucucha,20
Rodentia,Thomasomys vestitus,3
Rodentia,Thomasomys vulcani,21
Rodentia,Thomomys atrovarius,249
Rodentia,Thomomys bottae,39824
Rodentia,Thomomys bulbivorus,612
Rodentia,Thomomys clusius,25
Rodentia,Thomomys idahoensis,239
Rodentia,Thomomys mazama,2914
Rodentia,Thomomys monticola,1848
Rodentia,Thomomys sheldoni,341
Rodentia,Thomomys talpoides,15989
Rodentia,Thomomys townsendii,1407
Rodentia,Thomomys umbrinus,7064
Rodentia,Thrichomys apereoides,86
Rodentia,Thrichomys inermis,5
Rodentia,Thrichomys laurentius,12
Rodentia,Thrichomys pachyurus,41
Rodentia,Thryonomys gregorianus,130
Rodentia,Thryonomys swinderianus,510
Rodentia,Tokudaia muenninki,45
Rodentia,Tokudaia osimensis,165
Rodentia,Tokudaia tokunoshimensis,4
Rodentia,Tonkinomys daovantieni,28
Rodentia,Toromys albiventris,3
Rodentia,Transandinomys bolivaris,179
Rodentia,Transandinomys talamancae,1193
Rodentia,Trichys fasciculata,69
Rodentia,Trinomys albispinus,39
Rodentia,Trinomys dimidiatus,17
Rodentia,Trinomys eliasi,19
Rodentia,Trinomys gratiosus,34
Rodentia,Trinomys iheringi,136
Rodentia,Trinomys mirapitanga,3
Rodentia,Trinomys moojeni,2
Rodentia,Trinomys myosuros,2
Rodentia,Trinomys paratus,25
Rodentia,Trinomys setosus,38
Rodentia,Trinomys yonenagae,3
Rodentia,Trogontherium cuvieri,1
Rodentia,Trogopterus xanthipes,25
Rodentia,Tryphomys adustus,10
Rodentia,Tsaganomys altaicus,1
Rodentia,Tscherskia triton,306
Rodentia,Tylomys bullaris,11
Rodentia,Tylomys fulviventer,16
Rodentia,Tylomys mirae,38
Rodentia,Tylomys nudicaudus,504
Rodentia,Tylomys panamensis,12
Rodentia,Tylomys tumbalensis,27
Rodentia,Tylomys watsoni,139
Rodentia,Tympanoctomys barrerae,127
Rodentia,Tympanoctomys kirchnerorum,8
Rodentia,Tympanoctomys loschalchalerosorum,1
Rodentia,Typhlomys cinereus,42
Rodentia,Typhlomys daloushanensis,10
Rodentia,Typhlomys nanus,8
Rodentia,Uranomys ruddi,1178
Rodentia,Urocitellus armatus,1541
Rodentia,Urocitellus beldingi,2405
Rodentia,Urocitellus brunneus,71
Rodentia,Urocitellus canus,353
Rodentia,Urocitellus columbianus,2962
Rodentia,Urocitellus elegans,1617
Rodentia,Urocitellus mollis,1464
Rodentia,Urocitellus parryii,4663
Rodentia,Urocitellus richardsonii,2591
Rodentia,Urocitellus townsendii,435
Rodentia,Urocitellus undulatus,1034
Rodentia,Urocitellus washingtoni,378
Rodentia,Uromys anak,98
Rodentia,Uromys boeadii,2
Rodentia,Uromys caudimaculatus,995
Rodentia,Uromys emmae,1
Rodentia,Uromys hadrourus,17
Rodentia,Uromys imperator,1
Rodentia,Uromys neobritannicus,8
Rodentia,Uromys porculus,2
Rodentia,Uromys rex,4
Rodentia,Uromys siebersi,1
Rodentia,Vandeleuria nilagirica,14
Rodentia,Vandeleuria nolthenii,4
Rodentia,Vandeleuria oleracea,192
Rodentia,Vernaya fulva,4
Rodentia,Voalavo antsahabensis,1
Rodentia,Voalavo gymnocaudus,3
Rodentia,Volemys millicens,11
Rodentia,Volemys musseri,12
Rodentia,Waiomys mamasae,3
Rodentia,Wiedomys cerradensis,10
Rodentia,Wiedomys pyrrhorhinos,37
Rodentia,Wilfredomys oenax,12
Rodentia,Xaymaca fulvopulvis,5
Rodentia,Xenomys nelsoni,73
Rodentia,Xenuromys barbatus,7
Rodentia,Xeromys myoides,51
Rodentia,Xerospermophilus mohavensis,211
Rodentia,Xerospermophilus perotensis,141
Rodentia,Xerospermophilus spilosoma,3440
Rodentia,Xerospermophilus tereticaudus,3327
Rodentia,Xerus erythropus,781
Rodentia,Xerus inauris,949
Rodentia,Xerus princeps,30
Rodentia,Xerus rutilus,263
Rodentia,Zapus hudsonius,10630
Rodentia,Zapus princeps,9096
Rodentia,Zapus trinotatus,3069
Rodentia,Zelotomys hildegardeae,119
Rodentia,Zelotomys woosnami,57
Rodentia,Zenkerella insignis,14
Rodentia,Zygodontomys brevicauda,7616
Rodentia,Zygodontomys brunneus,143
Rodentia,Zygogeomys trichopus,114
Rodentia,Zyzomys argurus,1887
Rodentia,Zyzomys maini,160
Rodentia,Zyzomys palatalis,32
Rodentia,Zyzomys pedunculatus,47
Rodentia,Zyzomys woodwardi,377
Rodentia,NA,262967
